"","area","river","site","year","escapement","returns","recruits","survival"
"1163","12","FULMORE RIVER","18","1956",1500,1666.66666666667,1295.53923944287,-0.146538098513361
"1164","12","FULMORE RIVER","18","1957",7500,8720.93023255814,2134.20553191564,-1.25680855931285
"1165","12","FULMORE RIVER","18","1958",1500,1595.74468085106,NA,NA
"1166","12","FULMORE RIVER","18","1959",750,815.217391304348,NA,NA
"1167","12","FULMORE RIVER","18","1960",1500,1648.35164835165,NA,NA
"1168","12","FULMORE RIVER","18","1961",1500,1685.39325842697,701.947494708931,-0.759361779723612
"1169","12","FULMORE RIVER","18","1962",1500,1630.4347826087,NA,NA
"1170","12","FULMORE RIVER","18","1963",NA,NA,NA,NA
"1171","12","FULMORE RIVER","18","1964",750,833.333333333333,NA,NA
"1172","12","FULMORE RIVER","18","1965",750,789.473684210526,NA,NA
"1173","12","FULMORE RIVER","18","1966",1500,1515.15151515152,2205.65295898228,0.385558483476418
"1174","12","FULMORE RIVER","18","1967",NA,NA,425.544202105263,NA
"1175","12","FULMORE RIVER","18","1968",NA,NA,4351.54093744382,NA
"1176","12","FULMORE RIVER","18","1969",1500,1595.74468085106,2409.24992997017,0.473850358574028
"1177","12","FULMORE RIVER","18","1970",1500,1578.94736842105,693.670347529572,-0.77122354299312
"1178","12","FULMORE RIVER","18","1971",400,449.438202247191,420.723156836542,0.0505104855594414
"1179","12","FULMORE RIVER","18","1972",4000,4166.66666666667,965.266436819563,-1.42164547654057
"1180","12","FULMORE RIVER","18","1973",2000,2247.19101123596,319.315108287686,-1.83472404403601
"1181","12","FULMORE RIVER","18","1974",1000,1162.79069767442,1122.73580176749,0.115768386962741
"1182","12","FULMORE RIVER","18","1975",400,412.371134020619,307.151383139717,-0.264123816367317
"1183","12","FULMORE RIVER","18","1976",800,869.565217391304,761.572322116136,-0.0492265866104244
"1184","12","FULMORE RIVER","18","1977",200,222.222222222222,NA,NA
"1185","12","FULMORE RIVER","18","1978",1200,1224.48979591837,NA,NA
"1186","12","FULMORE RIVER","18","1979",250,274.725274725275,NA,NA
"1187","12","FULMORE RIVER","18","1980",500,510.204081632653,NA,NA
"1188","12","FULMORE RIVER","18","1981",4200,4468.08510638298,4072.10437476335,-0.030924614060333
"1189","12","FULMORE RIVER","18","1982",NA,NA,5250.18121764438,NA
"1190","12","FULMORE RIVER","18","1983",NA,NA,1509.69154032882,NA
"1191","12","FULMORE RIVER","18","1984",250,252.525252525253,1966.35314368836,2.06247499219143
"1192","12","FULMORE RIVER","18","1985",6000,6000,NA,NA
"1193","12","FULMORE RIVER","18","1986",3500,3571.42857142857,NA,NA
"1194","12","FULMORE RIVER","18","1987",1200,1276.59574468085,NA,NA
"1195","12","FULMORE RIVER","18","1988",1000,1010.10101010101,NA,NA
"1196","12","FULMORE RIVER","18","1989",4000,4301.0752688172,NA,NA
"1197","12","FULMORE RIVER","18","1990",NA,NA,6096.05451257764,NA
"1198","12","FULMORE RIVER","18","1991",400,430.10752688172,1831.98721477798,1.52169201926876
"1199","12","FULMORE RIVER","18","1992",NA,NA,3183.66715460977,NA
"1200","12","FULMORE RIVER","18","1993",6000,6593.40659340659,2921.94887903833,-0.719508651248235
"1201","12","FULMORE RIVER","18","1994",8000,8695.65217391304,3878.24173871106,-0.724059650878748
"1202","12","FULMORE RIVER","18","1995",1000,1086.95652173913,1296.62929748657,0.259768049127863
"1203","12","FULMORE RIVER","18","1996",4000,4255.31914893617,NA,NA
"1204","12","FULMORE RIVER","18","1997",2000,2105.26315789474,NA,NA
"1205","12","FULMORE RIVER","18","1998",4000,4081.63265306122,NA,NA
"1206","12","FULMORE RIVER","18","1999",1000,1052.63157894737,NA,NA
"1207","12","FULMORE RIVER","18","2000",1500,1530.61224489796,NA,NA
"1208","12","FULMORE RIVER","18","2001",NA,NA,NA,NA
"1209","12","FULMORE RIVER","18","2002",NA,NA,NA,NA
"1210","12","FULMORE RIVER","18","2003",NA,NA,NA,NA
"1211","12","FULMORE RIVER","18","2004",NA,NA,NA,NA
"1212","12","FULMORE RIVER","18","2005",NA,NA,NA,NA
"1213","12","FULMORE RIVER","18","2006",817,860,NA,NA
"1214","12","FULMORE RIVER","18","2007",497,528.723404255319,NA,NA
"1215","12","FULMORE RIVER","18","2008",NA,NA,1269.7085105756,NA
"1216","12","FULMORE RIVER","18","2009",186,189.795918367347,NA,NA
"1217","12","FULMORE RIVER","18","2010",NA,NA,NA,NA
"1218","12","FULMORE RIVER","18","2011",1808,1826.26262626263,NA,NA
"1219","12","FULMORE RIVER","18","2012",2222,2338.94736842105,491.227096144739,-1.50925643172696
"1220","12","FULMORE RIVER","18","2013",37,37.7551020408163,NA,NA
"1221","12","FULMORE RIVER","18","2014",NA,NA,NA,NA
"1222","12","FULMORE RIVER","18","2015",786,825.672736538208,NA,NA
"1223","12","FULMORE RIVER","18","2016",261,279.771409250685,NA,NA
"1224","12","FULMORE RIVER","18","2017",206,221.439427476134,NA,NA
"1225","12","FULMORE RIVER","19","1950",NA,NA,NA,NA
"1226","12","FULMORE RIVER","19","1951",NA,NA,NA,NA
"1227","12","FULMORE RIVER","19","1952",NA,NA,NA,NA
"1228","12","FULMORE RIVER","19","1953",NA,NA,NA,NA
"1229","12","FULMORE RIVER","19","1954",NA,NA,NA,NA
"1230","12","FULMORE RIVER","19","1955",NA,NA,NA,NA
"1231","12","FULMORE RIVER","19","1956",NA,NA,NA,NA
"1232","12","FULMORE RIVER","19","1957",NA,NA,NA,NA
"1233","12","FULMORE RIVER","19","1958",NA,NA,NA,NA
"1234","12","FULMORE RIVER","19","1959",NA,NA,NA,NA
"1235","12","FULMORE RIVER","19","1960",NA,NA,NA,NA
"1236","12","FULMORE RIVER","19","1961",NA,NA,NA,NA
"1237","12","FULMORE RIVER","19","1962",NA,NA,NA,NA
"1238","12","FULMORE RIVER","19","1963",NA,NA,NA,NA
"1239","12","FULMORE RIVER","19","1964",NA,NA,NA,NA
"1240","12","FULMORE RIVER","19","1965",NA,NA,NA,NA
"1241","12","FULMORE RIVER","19","1966",NA,NA,NA,NA
"1242","12","FULMORE RIVER","19","1967",NA,NA,NA,NA
"1243","12","FULMORE RIVER","19","1968",NA,NA,NA,NA
"1244","12","FULMORE RIVER","19","1969",NA,NA,NA,NA
"1245","12","FULMORE RIVER","19","1970",NA,NA,NA,NA
"1246","12","FULMORE RIVER","19","1971",NA,NA,NA,NA
"1247","12","FULMORE RIVER","19","1972",NA,NA,NA,NA
"1248","12","FULMORE RIVER","19","1973",NA,NA,NA,NA
"1249","12","FULMORE RIVER","19","1974",NA,NA,NA,NA
"1250","12","FULMORE RIVER","19","1975",NA,NA,NA,NA
"1251","12","FULMORE RIVER","19","1976",NA,NA,NA,NA
"1252","12","FULMORE RIVER","19","1977",NA,NA,NA,NA
"1253","12","FULMORE RIVER","19","1978",NA,NA,NA,NA
"1254","12","FULMORE RIVER","19","1979",NA,NA,NA,NA
"1255","12","FULMORE RIVER","19","1980",NA,NA,NA,NA
"1256","12","FULMORE RIVER","19","1981",NA,NA,NA,NA
"1257","12","FULMORE RIVER","19","1982",NA,NA,NA,NA
"1258","12","FULMORE RIVER","19","1983",NA,NA,NA,NA
"1259","12","FULMORE RIVER","19","1984",NA,NA,NA,NA
"1260","12","FULMORE RIVER","19","1985",NA,NA,NA,NA
"1261","12","FULMORE RIVER","19","1986",NA,NA,NA,NA
"1262","12","FULMORE RIVER","19","1987",NA,NA,NA,NA
"1263","12","FULMORE RIVER","19","1988",NA,NA,NA,NA
"1264","12","FULMORE RIVER","19","1989",NA,NA,NA,NA
"1265","12","FULMORE RIVER","19","1990",NA,NA,NA,NA
"1266","12","FULMORE RIVER","19","1991",NA,NA,NA,NA
"1267","12","FULMORE RIVER","19","1992",NA,NA,NA,NA
"1268","12","FULMORE RIVER","19","1993",NA,NA,NA,NA
"1269","12","FULMORE RIVER","19","1994",NA,NA,NA,NA
"1270","12","FULMORE RIVER","19","1995",NA,NA,NA,NA
"1271","12","FULMORE RIVER","19","1996",NA,NA,NA,NA
"1272","12","FULMORE RIVER","19","1997",NA,NA,NA,NA
"1273","12","FULMORE RIVER","19","1998",NA,NA,NA,NA
"1274","12","FULMORE RIVER","19","1999",NA,NA,NA,NA
"1275","12","FULMORE RIVER","19","2000",NA,NA,NA,NA
"1276","12","FULMORE RIVER","19","2001",100,107.52688172043,NA,NA
"1277","12","FULMORE RIVER","19","2002",NA,NA,NA,NA
"1278","12","FULMORE RIVER","19","2003",NA,NA,NA,NA
"1279","12","FULMORE RIVER","19","2004",NA,NA,NA,NA
"1280","12","FULMORE RIVER","19","2005",NA,NA,NA,NA
"1281","12","FULMORE RIVER","19","2006",NA,NA,NA,NA
"1282","12","FULMORE RIVER","19","2007",NA,NA,NA,NA
"1283","12","FULMORE RIVER","19","2008",NA,NA,NA,NA
"1284","12","FULMORE RIVER","19","2009",NA,NA,NA,NA
"1285","12","FULMORE RIVER","19","2010",NA,NA,NA,NA
"1286","12","FULMORE RIVER","19","2011",NA,NA,NA,NA
"1287","12","FULMORE RIVER","19","2012",NA,NA,NA,NA
"1288","12","FULMORE RIVER","19","2013",NA,NA,NA,NA
"1289","12","FULMORE RIVER","19","2014",NA,NA,NA,NA
"1290","12","FULMORE RIVER","19","2015",NA,NA,NA,NA
"1291","12","FULMORE RIVER","19","2016",NA,NA,NA,NA
"1292","12","FULMORE RIVER","19","2017",NA,NA,NA,NA
"1293","12","GILFORD CREEK","20","1950",NA,NA,NA,NA
"1294","12","GILFORD CREEK","20","1951",NA,NA,539.17816091954,NA
"1295","12","GILFORD CREEK","20","1952",NA,NA,285.220930232558,NA
"1296","12","GILFORD CREEK","20","1953",750,NA,650.804909560723,-0.141863287328367
"1297","12","GILFORD CREEK","20","1954",1500,1724.13793103448,NA,NA
"1298","12","GILFORD CREEK","20","1955",200,227.272727272727,NA,NA
"1299","12","GILFORD CREEK","20","1956",200,222.222222222222,NA,NA
"1300","12","GILFORD CREEK","20","1957",750,872.093023255814,195.675501539253,-1.34361552371892
"1301","12","GILFORD CREEK","20","1958",750,797.872340425532,10.3665625703129,-4.28148771751261
"1302","12","GILFORD CREEK","20","1959",NA,NA,293.836645560474,NA
"1303","12","GILFORD CREEK","20","1960",400,439.56043956044,781.256695223187,0.669439223791587
"1304","12","GILFORD CREEK","20","1961",25,28.0898876404494,207.361883482722,2.11558967140802
"1305","12","GILFORD CREEK","20","1962",25,27.1739130434783,30.7036823118022,0.205506767541968
"1306","12","GILFORD CREEK","20","1963",400,412.371134020619,13.1389996034024,-3.41587967063306
"1307","12","GILFORD CREEK","20","1964",750,833.333333333333,NA,NA
"1308","12","GILFORD CREEK","20","1965",25,26.3157894736842,NA,NA
"1309","12","GILFORD CREEK","20","1966",25,25.2525252525253,NA,NA
"1310","12","GILFORD CREEK","20","1967",25,25.2525252525253,NA,NA
"1311","12","GILFORD CREEK","20","1968",25,26.3157894736842,NA,NA
"1312","12","GILFORD CREEK","20","1969",NA,NA,485.348761026336,NA
"1313","12","GILFORD CREEK","20","1970",NA,NA,80.3117193242533,NA
"1314","12","GILFORD CREEK","20","1971",NA,NA,68.936373278903,NA
"1315","12","GILFORD CREEK","20","1972",25,26.0416666666667,241.932553649335,2.26978315851496
"1316","12","GILFORD CREEK","20","1973",500,561.797752808989,95.2092123026471,-1.65853139342163
"1317","12","GILFORD CREEK","20","1974",100,116.279069767442,71.4366980440869,-0.33635847047561
"1318","12","GILFORD CREEK","20","1975",100,103.092783505155,33.222086189168,-1.10195528458244
"1319","12","GILFORD CREEK","20","1976",200,217.391304347826,NA,NA
"1320","12","GILFORD CREEK","20","1977",75,83.3333333333333,NA,NA
"1321","12","GILFORD CREEK","20","1978",50,51.0204081632653,NA,NA
"1322","12","GILFORD CREEK","20","1979",50,54.9450549450549,NA,NA
"1323","12","GILFORD CREEK","20","1980",25,25.5102040816327,NA,NA
"1324","12","GILFORD CREEK","20","1981",NA,NA,NA,NA
"1325","12","GILFORD CREEK","20","1982",25,25.2525252525253,NA,NA
"1326","12","GILFORD CREEK","20","1983",50,54.9450549450549,NA,NA
"1327","12","GILFORD CREEK","20","1984",NA,NA,NA,NA
"1328","12","GILFORD CREEK","20","1985",50,50,NA,NA
"1329","12","GILFORD CREEK","20","1986",NA,NA,NA,NA
"1330","12","GILFORD CREEK","20","1987",NA,NA,NA,NA
"1331","12","GILFORD CREEK","20","1988",NA,NA,NA,NA
"1332","12","GILFORD CREEK","20","1989",NA,NA,NA,NA
"1333","12","GILFORD CREEK","20","1990",NA,NA,NA,NA
"1334","12","GILFORD CREEK","20","1991",NA,NA,NA,NA
"1335","12","GILFORD CREEK","20","1992",NA,NA,NA,NA
"1336","12","GILFORD CREEK","20","1993",NA,NA,NA,NA
"1337","12","GILFORD CREEK","20","1994",NA,NA,NA,NA
"1338","12","GILFORD CREEK","20","1995",NA,NA,NA,NA
"1339","12","GILFORD CREEK","20","1996",NA,NA,NA,NA
"1340","12","GILFORD CREEK","20","1997",NA,NA,NA,NA
"1341","12","GILFORD CREEK","20","1998",75,76.530612244898,NA,NA
"1342","12","GILFORD CREEK","20","1999",NA,NA,NA,NA
"1343","12","GILFORD CREEK","20","2000",NA,NA,NA,NA
"1344","12","GILFORD CREEK","20","2001",NA,NA,NA,NA
"1345","12","GILFORD CREEK","20","2002",NA,NA,NA,NA
"1346","12","GILFORD CREEK","20","2003",NA,NA,NA,NA
"1347","12","GILFORD CREEK","20","2004",NA,NA,NA,NA
"1348","12","GILFORD CREEK","20","2005",NA,NA,NA,NA
"1349","12","GILFORD CREEK","20","2006",NA,NA,NA,NA
"1350","12","GILFORD CREEK","20","2007",NA,NA,NA,NA
"1351","12","GILFORD CREEK","20","2008",NA,NA,NA,NA
"1352","12","GILFORD CREEK","20","2009",1,1.02040816326531,NA,NA
"1353","12","GILFORD CREEK","20","2010",2,2.06185567010309,NA,NA
"1354","12","GILFORD CREEK","20","2011",NA,NA,NA,NA
"1355","12","GILFORD CREEK","20","2012",NA,NA,NA,NA
"1356","12","GILFORD CREEK","20","2013",4,4.08163265306122,NA,NA
"1357","12","GILFORD CREEK","20","2014",NA,NA,NA,NA
"1358","12","GILFORD CREEK","20","2015",NA,NA,NA,NA
"1359","12","GILFORD CREEK","20","2016",NA,NA,NA,NA
"1360","12","GILFORD CREEK","20","2017",NA,NA,NA,NA
"1361","12","GLENDALE CREEK","21","1950",NA,NA,NA,NA
"1362","12","GLENDALE CREEK","21","1951",NA,NA,4931.30747126437,NA
"1363","12","GLENDALE CREEK","21","1952",NA,NA,4363.45930232558,NA
"1364","12","GLENDALE CREEK","21","1953",7500,NA,6856.38242894057,-0.0897230606185793
"1365","12","GLENDALE CREEK","21","1954",7500,8620.68965517241,3963.5996460214,-0.63775040664701
"1366","12","GLENDALE CREEK","21","1955",3500,3977.27272727273,2686.9787854036,-0.264345534165381
"1367","12","GLENDALE CREEK","21","1956",3500,3888.88888888889,1695.51071587179,-0.724778965747889
"1368","12","GLENDALE CREEK","21","1957",7500,8720.93023255814,8037.36810143201,0.0691986584895592
"1369","12","GLENDALE CREEK","21","1958",3500,3723.40425531915,1837.3594739177,-0.644433496094493
"1370","12","GLENDALE CREEK","21","1959",1500,1630.4347826087,26915.5570090505,2.88723933880674
"1371","12","GLENDALE CREEK","21","1960",1500,1648.35164835165,76267.9825698534,3.92878811655587
"1372","12","GLENDALE CREEK","21","1961",7500,8426.96629213483,19343.2683302209,0.947441448494728
"1373","12","GLENDALE CREEK","21","1962",3500,3804.34782608696,13083.0474087031,1.31855433271427
"1374","12","GLENDALE CREEK","21","1963",35000,36082.4742268041,15153.9095802233,-0.837089504724753
"1375","12","GLENDALE CREEK","21","1964",75000,83333.3333333333,35249.5947713247,-0.755034080193056
"1376","12","GLENDALE CREEK","21","1965",75,78.9473684210526,3535.34234910414,3.85307730567915
"1377","12","GLENDALE CREEK","21","1966",15000,15151.5151515152,33888.8594607684,0.815036129797837
"1378","12","GLENDALE CREEK","21","1967",35000,35353.5353535354,3644.02427828947,-2.26225941957562
"1379","12","GLENDALE CREEK","21","1968",15000,15789.4736842105,21858.8570555267,0.376555995536684
"1380","12","GLENDALE CREEK","21","1969",1000,1063.82978723404,38015.8731776253,3.63800378770834
"1381","12","GLENDALE CREEK","21","1970",35000,36842.1052631579,2440.51099866623,-2.66314061842792
"1382","12","GLENDALE CREEK","21","1971",400,449.438202247191,674.9359520236,0.523153253371634
"1383","12","GLENDALE CREEK","21","1972",15000,15625,1698.36640889686,-2.178383347978
"1384","12","GLENDALE CREEK","21","1973",40000,44943.8202247191,609.115512289658,-4.1846268080198
"1385","12","GLENDALE CREEK","21","1974",2000,2325.58139534884,1234.3833654031,-0.482575634440133
"1386","12","GLENDALE CREEK","21","1975",400,412.371134020619,925.782489246468,0.839174767124169
"1387","12","GLENDALE CREEK","21","1976",1600,1739.13043478261,1344.90477714319,-0.173680416361261
"1388","12","GLENDALE CREEK","21","1977",400,444.444444444444,704.824122699071,0.566483753232297
"1389","12","GLENDALE CREEK","21","1978",1000,1020.40816326531,2119.68586750508,0.751267901999667
"1390","12","GLENDALE CREEK","21","1979",1500,1648.35164835165,1752.70517282051,0.155695299328407
"1391","12","GLENDALE CREEK","21","1980",1000,1020.40816326531,1103.86850631259,0.098820834160232
"1392","12","GLENDALE CREEK","21","1981",300,319.148936170213,803.038924164781,0.984620711546373
"1393","12","GLENDALE CREEK","21","1982",2000,2020.20202020202,312.683227016175,-1.85571183573606
"1394","12","GLENDALE CREEK","21","1983",2100,2307.69230769231,1709.69404340218,-0.205622912210285
"1395","12","GLENDALE CREEK","21","1984",1500,1515.15151515152,8366.35125831347,1.71875275044132
"1396","12","GLENDALE CREEK","21","1985",50,50,NA,NA
"1397","12","GLENDALE CREEK","21","1986",300,306.122448979592,NA,NA
"1398","12","GLENDALE CREEK","21","1987",350,372.340425531915,NA,NA
"1399","12","GLENDALE CREEK","21","1988",10000,10101.0101010101,11290.616666637,0.121386904281455
"1400","12","GLENDALE CREEK","21","1989",1200,1290.32258064516,5854.64967969587,1.58491460579205
"1401","12","GLENDALE CREEK","21","1990",NA,NA,2340.83660824534,NA
"1402","12","GLENDALE CREEK","21","1991",2500,2688.17204301075,4144.32692760569,0.505449661767972
"1403","12","GLENDALE CREEK","21","1992",10000,10309.2783505155,1449.27936695173,-1.93151864841034
"1404","12","GLENDALE CREEK","21","1993",6850,7527.47252747253,423.885117763472,-2.78254146140859
"1405","12","GLENDALE CREEK","21","1994",750,815.217391304348,4285.02330538883,1.74280806331727
"1406","12","GLENDALE CREEK","21","1995",6500,7065.21739130435,NA,NA
"1407","12","GLENDALE CREEK","21","1996",15,15.9574468085106,NA,NA
"1408","12","GLENDALE CREEK","21","1997",200,210.526315789474,NA,NA
"1409","12","GLENDALE CREEK","21","1998",5000,5102.04081632653,NA,NA
"1410","12","GLENDALE CREEK","21","1999",150,157.894736842105,NA,NA
"1411","12","GLENDALE CREEK","21","2000",NA,NA,NA,NA
"1412","12","GLENDALE CREEK","21","2001",NA,NA,NA,NA
"1413","12","GLENDALE CREEK","21","2002",6667,6803.0612244898,NA,NA
"1414","12","GLENDALE CREEK","21","2003",133,137.113402061856,NA,NA
"1415","12","GLENDALE CREEK","21","2004",NA,NA,NA,NA
"1416","12","GLENDALE CREEK","21","2005",NA,NA,NA,NA
"1417","12","GLENDALE CREEK","21","2006",1259,1325.26315789474,NA,NA
"1418","12","GLENDALE CREEK","21","2007",NA,NA,NA,NA
"1419","12","GLENDALE CREEK","21","2008",NA,NA,NA,NA
"1420","12","GLENDALE CREEK","21","2009",NA,NA,NA,NA
"1421","12","GLENDALE CREEK","21","2010",28,28.8659793814433,NA,NA
"1422","12","GLENDALE CREEK","21","2011",NA,NA,NA,NA
"1423","12","GLENDALE CREEK","21","2012",NA,NA,NA,NA
"1424","12","GLENDALE CREEK","21","2013",NA,NA,NA,NA
"1425","12","GLENDALE CREEK","21","2014",NA,NA,NA,NA
"1426","12","GLENDALE CREEK","21","2015",NA,NA,NA,NA
"1427","12","GLENDALE CREEK","21","2016",NA,NA,NA,NA
"1428","12","GLENDALE CREEK","21","2017",NA,NA,NA,NA
"1429","12","HAUSKIN CREEK","22","1950",NA,NA,NA,NA
"1430","12","HAUSKIN CREEK","22","1951",NA,NA,NA,NA
"1431","12","HAUSKIN CREEK","22","1952",NA,NA,NA,NA
"1432","12","HAUSKIN CREEK","22","1953",NA,NA,NA,NA
"1433","12","HAUSKIN CREEK","22","1954",NA,NA,NA,NA
"1434","12","HAUSKIN CREEK","22","1955",NA,NA,NA,NA
"1435","12","HAUSKIN CREEK","22","1956",NA,NA,NA,NA
"1436","12","HAUSKIN CREEK","22","1957",NA,NA,NA,NA
"1437","12","HAUSKIN CREEK","22","1958",NA,NA,NA,NA
"1438","12","HAUSKIN CREEK","22","1959",NA,NA,NA,NA
"1439","12","HAUSKIN CREEK","22","1960",NA,NA,NA,NA
"1440","12","HAUSKIN CREEK","22","1961",NA,NA,NA,NA
"1441","12","HAUSKIN CREEK","22","1962",NA,NA,NA,NA
"1442","12","HAUSKIN CREEK","22","1963",NA,NA,NA,NA
"1443","12","HAUSKIN CREEK","22","1964",NA,NA,NA,NA
"1444","12","HAUSKIN CREEK","22","1965",NA,NA,NA,NA
"1445","12","HAUSKIN CREEK","22","1966",200,202.020202020202,NA,NA
"1446","12","HAUSKIN CREEK","22","1967",NA,NA,NA,NA
"1447","12","HAUSKIN CREEK","22","1968",NA,NA,NA,NA
"1448","12","HAUSKIN CREEK","22","1969",NA,NA,NA,NA
"1449","12","HAUSKIN CREEK","22","1970",200,210.526315789474,284.764595392693,0.353345491332015
"1450","12","HAUSKIN CREEK","22","1971",NA,NA,189.344473377826,NA
"1451","12","HAUSKIN CREEK","22","1972",NA,NA,674.531433651327,NA
"1452","12","HAUSKIN CREEK","22","1973",1000,1123.59550561798,514.895929598984,-0.663790477187576
"1453","12","HAUSKIN CREEK","22","1974",400,465.116279069767,362.09916426958,-0.0995464383490482
"1454","12","HAUSKIN CREEK","22","1975",200,206.185567010309,89.76868538854,-0.80108116710478
"1455","12","HAUSKIN CREEK","22","1976",600,652.173913043478,238.857665586359,-0.921061822169571
"1456","12","HAUSKIN CREEK","22","1977",500,555.555555555556,285.803356070534,-0.559304090271319
"1457","12","HAUSKIN CREEK","22","1978",250,255.102040816327,NA,NA
"1458","12","HAUSKIN CREEK","22","1979",100,109.89010989011,NA,NA
"1459","12","HAUSKIN CREEK","22","1980",250,255.102040816327,NA,NA
"1460","12","HAUSKIN CREEK","22","1981",250,265.957446808511,NA,NA
"1461","12","HAUSKIN CREEK","22","1982",30,30.3030303030303,NA,NA
"1462","12","HAUSKIN CREEK","22","1983",NA,NA,NA,NA
"1463","12","HAUSKIN CREEK","22","1984",12,12.1212121212121,209.156932230257,2.85817819232864
"1464","12","HAUSKIN CREEK","22","1985",300,300,NA,NA
"1465","12","HAUSKIN CREEK","22","1986",NA,NA,NA,NA
"1466","12","HAUSKIN CREEK","22","1987",20,21.2765957446809,NA,NA
"1467","12","HAUSKIN CREEK","22","1988",250,252.525252525253,NA,NA
"1468","12","HAUSKIN CREEK","22","1989",25,26.8817204301075,NA,NA
"1469","12","HAUSKIN CREEK","22","1990",NA,NA,NA,NA
"1470","12","HAUSKIN CREEK","22","1991",NA,NA,NA,NA
"1471","12","HAUSKIN CREEK","22","1992",NA,NA,NA,NA
"1472","12","HAUSKIN CREEK","22","1993",NA,NA,NA,NA
"1473","12","HAUSKIN CREEK","22","1994",NA,NA,NA,NA
"1474","12","HAUSKIN CREEK","22","1995",NA,NA,NA,NA
"1475","12","HAUSKIN CREEK","22","1996",NA,NA,NA,NA
"1476","12","HAUSKIN CREEK","22","1997",NA,NA,NA,NA
"1477","12","HAUSKIN CREEK","22","1998",NA,NA,NA,NA
"1478","12","HAUSKIN CREEK","22","1999",NA,NA,NA,NA
"1479","12","HAUSKIN CREEK","22","2000",NA,NA,NA,NA
"1480","12","HAUSKIN CREEK","22","2001",NA,NA,NA,NA
"1481","12","HAUSKIN CREEK","22","2002",NA,NA,NA,NA
"1482","12","HAUSKIN CREEK","22","2003",NA,NA,NA,NA
"1483","12","HAUSKIN CREEK","22","2004",NA,NA,NA,NA
"1484","12","HAUSKIN CREEK","22","2005",NA,NA,NA,NA
"1485","12","HAUSKIN CREEK","22","2006",NA,NA,NA,NA
"1486","12","HAUSKIN CREEK","22","2007",NA,NA,NA,NA
"1487","12","HAUSKIN CREEK","22","2008",NA,NA,NA,NA
"1488","12","HAUSKIN CREEK","22","2009",NA,NA,NA,NA
"1489","12","HAUSKIN CREEK","22","2010",NA,NA,NA,NA
"1490","12","HAUSKIN CREEK","22","2011",NA,NA,NA,NA
"1491","12","HAUSKIN CREEK","22","2012",NA,NA,NA,NA
"1492","12","HAUSKIN CREEK","22","2013",NA,NA,NA,NA
"1493","12","HAUSKIN CREEK","22","2014",NA,NA,NA,NA
"1494","12","HAUSKIN CREEK","22","2015",NA,NA,NA,NA
"1495","12","HAUSKIN CREEK","22","2016",NA,NA,NA,NA
"1496","12","HAUSKIN CREEK","22","2017",NA,NA,NA,NA
"1497","12","HOEYA SOUND CREEK","23","1950",75,NA,NA,NA
"1498","12","HOEYA SOUND CREEK","23","1951",200,NA,539.17816091954,0.991728689484143
"1499","12","HOEYA SOUND CREEK","23","1952",200,NA,285.220930232558,0.354946707211539
"1500","12","HOEYA SOUND CREEK","23","1953",75,NA,650.804909560723,2.16072180566568
"1501","12","HOEYA SOUND CREEK","23","1954",1500,1724.13793103448,1089.06240555149,-0.32014796042596
"1502","12","HOEYA SOUND CREEK","23","1955",200,227.272727272727,836.21635149353,1.43057000670791
"1503","12","HOEYA SOUND CREEK","23","1956",200,222.222222222222,206.131794943954,0.0301983789500825
"1504","12","HOEYA SOUND CREEK","23","1957",750,872.093023255814,162.327902897741,-1.53045482505073
"1505","12","HOEYA SOUND CREEK","23","1958",1500,1595.74468085106,NA,NA
"1506","12","HOEYA SOUND CREEK","23","1959",200,217.391304347826,NA,NA
"1507","12","HOEYA SOUND CREEK","23","1960",200,219.78021978022,NA,NA
"1508","12","HOEYA SOUND CREEK","23","1961",75,84.2696629213483,NA,NA
"1509","12","HOEYA SOUND CREEK","23","1962",200,217.391304347826,NA,NA
"1510","12","HOEYA SOUND CREEK","23","1963",NA,NA,NA,NA
"1511","12","HOEYA SOUND CREEK","23","1964",750,833.333333333333,NA,NA
"1512","12","HOEYA SOUND CREEK","23","1965",NA,NA,NA,NA
"1513","12","HOEYA SOUND CREEK","23","1966",NA,NA,NA,NA
"1514","12","HOEYA SOUND CREEK","23","1967",NA,NA,NA,NA
"1515","12","HOEYA SOUND CREEK","23","1968",25,26.3157894736842,NA,NA
"1516","12","HOEYA SOUND CREEK","23","1969",NA,NA,NA,NA
"1517","12","HOEYA SOUND CREEK","23","1970",NA,NA,NA,NA
"1518","12","HOEYA SOUND CREEK","23","1971",NA,NA,NA,NA
"1519","12","HOEYA SOUND CREEK","23","1972",NA,NA,NA,NA
"1520","12","HOEYA SOUND CREEK","23","1973",NA,NA,NA,NA
"1521","12","HOEYA SOUND CREEK","23","1974",NA,NA,NA,NA
"1522","12","HOEYA SOUND CREEK","23","1975",NA,NA,NA,NA
"1523","12","HOEYA SOUND CREEK","23","1976",NA,NA,NA,NA
"1524","12","HOEYA SOUND CREEK","23","1977",NA,NA,NA,NA
"1525","12","HOEYA SOUND CREEK","23","1978",NA,NA,NA,NA
"1526","12","HOEYA SOUND CREEK","23","1979",NA,NA,NA,NA
"1527","12","HOEYA SOUND CREEK","23","1980",NA,NA,NA,NA
"1528","12","HOEYA SOUND CREEK","23","1981",NA,NA,NA,NA
"1529","12","HOEYA SOUND CREEK","23","1982",NA,NA,NA,NA
